ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE,DWELLINGS
24,MUR+CB/LWAL+CDN/HBET:1-4,17.6077,URBAN,70.4308
24,MUR+CL/LWAL+CDN/HBET:1-4,78.0517,RURAL,312.2068
24,MUR+CL/LWAL+CDN/HBET:1-4,8.5071,URBAN,34.0284
24,MUR+CL/LWAL+CDN/HBET:1-4,560.8832,RURAL,1121.7664
24,MUR+CL/LWAL+CDN/HBET:1-4,61.1322,URBAN,122.2644
24,W/LPB+CDL/HBET:1-3,678.8684,RURAL,678.8684
24,W/LPB+CDL/HBET:1-3,73.9917,URBAN,73.9917
24,W/LWAL+CDL/HBET:1-3,350.3251,RURAL,1050.9753
24,W/LWAL+CDL/HBET:1-3,38.1829,URBAN,114.5487
25,CR/LFINF+CDN/H:3,2727.0886,RURAL,8181.2658
25,CR/LFINF+CDN/H:3,4370.5194,URBAN,13111.5582
25,CR/LWAL+CDN/HBET:4-10,145.3524,RURAL,1453.524
25,CR/LWAL+CDN/HBET:4-10,232.9465,URBAN,2329.465
25,MUR+CB/LWAL+CDN/HBET:1-2,899.8008,RURAL,899.8008
25,MUR+CB/LWAL+CDN/HBET:1-2,1442.0495,URBAN,1442.0495
25,MUR+CB/LWAL+CDN/HBET:1-4,154.0044,RURAL,616.0176
25,MUR+CB/LWAL+CDN/HBET:1-4,246.8123,URBAN,987.2492
25,MUR+CL/LWAL+CDN/HBET:1-4,74.4066,RURAL,297.6264
25,MUR+CL/LWAL+CDN/HBET:1-4,119.2464,URBAN,476.9856
25,MUR+CL/LWAL+CDN/HBET:1-4,534.6893,RURAL,1069.3786
25,MUR+CL/LWAL+CDN/HBET:1-4,856.9102,URBAN,1713.8204
25,W/LPB+CDL/HBET:1-3,647.1644,RURAL,647.1644
25,W/LPB+CDL/HBET:1-3,1037.1664,URBAN,1037.1664
25,W/LWAL+CDL/HBET:1-3,333.9645,RURAL,1001.8935
25,W/LWAL+CDL/HBET:1-3,535.2222,URBAN,1605.6666
26,CR/LFINF+CDN/H:3,2364.8482,RURAL,7094.5446
26,CR/LFINF+CDN/H:3,947.6149,URBAN,2842.8447
26,CR/LWAL+CDN/HBET:4-10,126.0452,RURAL,1260.452
26,CR/LWAL+CDN/HBET:4-10,50.5074,URBAN,505.074
26,MUR+CB/LWAL+CDN/HBET:1-2,780.2799,RURAL,780.2799
26,MUR+CB/LWAL+CDN/HBET:1-2,312.6648,URBAN,312.6648
26,MUR+CB/LWAL+CDN/HBET:1-4,133.5479,RURAL,534.1916
26,MUR+CB/LWAL+CDN/HBET:1-4,53.5138,URBAN,214.0552
26,MUR+CL/LWAL+CDN/HBET:1-4,64.5231,RURAL,258.0924
26,MUR+CL/LWAL+CDN/HBET:1-4,25.855,URBAN,103.42
26,MUR+CL/LWAL+CDN/HBET:1-4,463.6663,RURAL,927.3326
26,MUR+CL/LWAL+CDN/HBET:1-4,185.7951,URBAN,371.5902
26,W/LPB+CDL/HBET:1-3,561.2013,RURAL,561.2013
26,W/LPB+CDL/HBET:1-3,224.8782,URBAN,224.8782
26,W/LWAL+CDL/HBET:1-3,289.6039,RURAL,868.8117
26,W/LWAL+CDL/HBET:1-3,116.0468,URBAN,348.1404
27,CR/LFINF+CDN/H:3,1440.9414,RURAL,4322.8242
27,CR/LFINF+CDN/H:3,1088.2531,URBAN,3264.7593
27,CR/LWAL+CDN/HBET:4-10,76.8014,RURAL,768.014
27,CR/LWAL+CDN/HBET:4-10,58.0033,URBAN,580.033
27,MUR+CB/LWAL+CDN/HBET:1-2,475.4375,RURAL,475.4375
27,MUR+CB/LWAL+CDN/HBET:1-2,359.0683,URBAN,359.0683
27,MUR+CB/LWAL+CDN/HBET:1-4,81.373,RURAL,325.492
27,MUR+CB/LWAL+CDN/HBET:1-4,61.4559,URBAN,245.8236
27,MUR+CL/LWAL+CDN/HBET:1-4,39.315,RURAL,157.26
27,MUR+CL/LWAL+CDN/HBET:1-4,29.6922,URBAN,118.7688
27,MUR+CL/LWAL+CDN/HBET:1-4,282.5196,RURAL,565.0392
27,MUR+CL/LWAL+CDN/HBET:1-4,213.3694,URBAN,426.7388
27,W/LPB+CDL/HBET:1-3,341.9493,RURAL,341.9493
27,W/LPB+CDL/HBET:1-3,258.253,URBAN,258.253
27,W/LWAL+CDL/HBET:1-3,176.4605,RURAL,529.3815
27,W/LWAL+CDL/HBET:1-3,133.2696,URBAN,399.8088
28,CR/LFINF+CDN/H:3,1136.2118,RURAL,3408.6354
28,CR/LFINF+CDN/H:3,606.0599,URBAN,1818.1797
28,CR/LWAL+CDN/HBET:4-10,60.5595,RURAL,605.595
28,CR/LWAL+CDN/HBET:4-10,32.3027,URBAN,323.027
28,MUR+CB/LWAL+CDN/HBET:1-2,374.8922,RURAL,374.8922
28,MUR+CB/LWAL+CDN/HBET:1-2,199.969,URBAN,199.969
28,MUR+CB/LWAL+CDN/HBET:1-4,64.1642,RURAL,256.6568
28,MUR+CB/LWAL+CDN/HBET:1-4,34.2255,URBAN,136.902
28,MUR+CL/LWAL+CDN/HBET:1-4,31.0007,RURAL,124.0028
28,MUR+CL/LWAL+CDN/HBET:1-4,16.5359,URBAN,66.1436
28,MUR+CL/LWAL+CDN/HBET:1-4,222.7725,RURAL,445.545
28,MUR+CL/LWAL+CDN/HBET:1-4,118.8277,URBAN,237.6554
28,W/LPB+CDL/HBET:1-3,269.634,RURAL,269.634
28,W/LPB+CDL/HBET:1-3,143.8239,URBAN,143.8239
28,W/LWAL+CDL/HBET:1-3,139.1427,RURAL,417.4281
28,W/LWAL+CDL/HBET:1-3,74.2193,URBAN,222.6579
29,CR/LFINF+CDN/H:3,2835.6303,RURAL,8506.8909
29,CR/LFINF+CDN/H:3,8928.9767,URBAN,26786.9301
29,CR/LWAL+CDN/HBET:4-10,151.1377,RURAL,1511.377
29,CR/LWAL+CDN/HBET:4-10,475.9099,URBAN,4759.099
29,MUR+CB/LWAL+CDN/HBET:1-2,935.614,RURAL,935.614
29,MUR+CB/LWAL+CDN/HBET:1-2,2946.1091,URBAN,2946.1091
29,MUR+CB/LWAL+CDN/HBET:1-4,160.1339,RURAL,640.5356
29,MUR+CB/LWAL+CDN/HBET:1-4,504.2379,URBAN,2016.9516
29,MUR+CL/LWAL+CDN/HBET:1-4,77.3681,RURAL,309.4724
29,MUR+CL/LWAL+CDN/HBET:1-4,243.6206,URBAN,974.4824
29,MUR+CL/LWAL+CDN/HBET:1-4,555.9707,RURAL,1111.9414
29,MUR+CL/LWAL+CDN/HBET:1-4,1750.6686,URBAN,3501.3372
29,W/LPB+CDL/HBET:1-3,672.9224,RURAL,672.9224
29,W/LPB+CDL/HBET:1-3,2118.9323,URBAN,2118.9323
29,W/LWAL+CDL/HBET:1-3,347.2568,RURAL,1041.7704
29,W/LWAL+CDL/HBET:1-3,1093.4597,URBAN,3280.3791
30,CR/LFINF+CDN/H:3,1866.3346,RURAL,5599.0038
30,CR/LFINF+CDN/H:3,624.2396,URBAN,1872.7188
30,CR/LWAL+CDN/HBET:4-10,99.4747,RURAL,994.747
30,CR/LWAL+CDN/HBET:4-10,33.2717,URBAN,332.717
30,MUR+CB/LWAL+CDN/HBET:1-2,615.7957,RURAL,615.7957
30,MUR+CB/LWAL+CDN/HBET:1-2,205.9674,URBAN,205.9674
30,MUR+CB/LWAL+CDN/HBET:1-4,105.3958,RURAL,421.5832
30,MUR+CB/LWAL+CDN/HBET:1-4,35.2521,URBAN,141.0084
30,MUR+CL/LWAL+CDN/HBET:1-4,50.9216,RURAL,203.6864
30,MUR+CL/LWAL+CDN/HBET:1-4,17.0319,URBAN,68.1276
30,MUR+CL/LWAL+CDN/HBET:1-4,365.9247,RURAL,731.8494
30,MUR+CL/LWAL+CDN/HBET:1-4,122.3922,URBAN,244.7844
30,W/LPB+CDL/HBET:1-3,442.8992,RURAL,442.8992
30,W/LPB+CDL/HBET:1-3,148.1381,URBAN,148.1381
30,W/LWAL+CDL/HBET:1-3,228.5549,RURAL,685.6647
30,W/LWAL+CDL/HBET:1-3,76.4456,URBAN,229.3368
31,CR/LFINF+CDN/H:3,1858.7697,RURAL,5576.3091
31,CR/LFINF+CDN/H:3,1197.054,URBAN,3591.162
31,CR/LWAL+CDN/HBET:4-10,99.0715,RURAL,990.715
31,CR/LWAL+CDN/HBET:4-10,63.8024,URBAN,638.024
31,MUR+CB/LWAL+CDN/HBET:1-2,613.2997,RURAL,613.2997
31,MUR+CB/LWAL+CDN/HBET:1-2,394.9671,URBAN,394.9671
31,MUR+CB/LWAL+CDN/HBET:1-4,104.9686,RURAL,419.8744
31,MUR+CB/LWAL+CDN/HBET:1-4,67.6001,URBAN,270.4004
31,MUR+CL/LWAL+CDN/HBET:1-4,50.7152,RURAL,202.8608
31,MUR+CL/LWAL+CDN/HBET:1-4,32.6607,URBAN,130.6428
31,MUR+CL/LWAL+CDN/HBET:1-4,364.4415,RURAL,728.883
31,MUR+CL/LWAL+CDN/HBET:1-4,234.7016,URBAN,469.4032
31,W/LPB+CDL/HBET:1-3,441.104,RURAL,441.104
31,W/LPB+CDL/HBET:1-3,284.0725,URBAN,284.0725
31,W/LWAL+CDL/HBET:1-3,227.6285,RURAL,682.8855
31,W/LWAL+CDL/HBET:1-3,146.5935,URBAN,439.7805
32,CR/LFINF+CDN/H:3,1741.1172,RURAL,5223.3516
32,CR/LFINF+CDN/H:3,448.2023,URBAN,1344.6069
32,CR/LWAL+CDN/HBET:4-10,92.8007,RURAL,928.007
32,CR/LWAL+CDN/HBET:4-10,23.889,URBAN,238.89
32,MUR+CB/LWAL+CDN/HBET:1-2,574.4803,RURAL,574.4803
32,MUR+CB/LWAL+CDN/HBET:1-2,147.884,URBAN,147.884
32,MUR+CB/LWAL+CDN/HBET:1-4,98.3245,RURAL,393.298
32,MUR+CB/LWAL+CDN/HBET:1-4,25.3109,URBAN,101.2436
32,MUR+CL/LWAL+CDN/HBET:1-4,47.5051,RURAL,190.0204
32,MUR+CL/LWAL+CDN/HBET:1-4,12.2289,URBAN,48.9156
32,MUR+CL/LWAL+CDN/HBET:1-4,341.3739,RURAL,682.7478
32,MUR+CL/LWAL+CDN/HBET:1-4,87.8772,URBAN,175.7544
32,W/LPB+CDL/HBET:1-3,413.1839,RURAL,413.1839
32,W/LPB+CDL/HBET:1-3,106.3627,URBAN,106.3627
32,W/LWAL+CDL/HBET:1-3,213.2206,RURAL,639.6618
32,W/LWAL+CDL/HBET:1-3,54.8877,URBAN,164.6631
33,CR/LFINF+CDN/H:3,1987.0707,RURAL,5961.2121
33,CR/LFINF+CDN/H:3,671.9129,URBAN,2015.7387
33,CR/LWAL+CDN/HBET:4-10,105.9099,RURAL,1059.099
33,CR/LWAL+CDN/HBET:4-10,35.8126,URBAN,358.126
33,MUR+CB/LWAL+CDN/HBET:1-2,655.6325,RURAL,655.6325
33,MUR+CB/LWAL+CDN/HBET:1-2,221.6971,URBAN,221.6971
33,MUR+CB/LWAL+CDN/HBET:1-4,112.214,RURAL,448.856
33,MUR+CB/LWAL+CDN/HBET:1-4,37.9443,URBAN,151.7772
33,MUR+CL/LWAL+CDN/HBET:1-4,54.2158,RURAL,216.8632
33,MUR+CL/LWAL+CDN/HBET:1-4,18.3326,URBAN,73.3304
33,MUR+CL/LWAL+CDN/HBET:1-4,389.597,RURAL,779.194
33,MUR+CL/LWAL+CDN/HBET:1-4,131.7393,URBAN,263.4786
33,W/LPB+CDL/HBET:1-3,471.5511,RURAL,471.5511
33,W/LPB+CDL/HBET:1-3,159.4514,URBAN,159.4514
33,W/LWAL+CDL/HBET:1-3,243.3405,RURAL,730.0215
33,W/LWAL+CDL/HBET:1-3,82.2837,URBAN,246.8511
34,CR/LFINF+CDN/H:3,1699.6267,RURAL,5098.8801
34,CR/LFINF+CDN/H:3,2078.9476,URBAN,6236.8428
34,CR/LWAL+CDN/HBET:4-10,90.5892,RURAL,905.892
34,CR/LWAL+CDN/HBET:4-10,110.8069,URBAN,1108.069
34,MUR+CB/LWAL+CDN/HBET:1-2,560.7905,RURAL,560.7905
34,MUR+CB/LWAL+CDN/HBET:1-2,685.9472,URBAN,685.9472
34,MUR+CB/LWAL+CDN/HBET:1-4,95.9815,RURAL,383.926
34,MUR+CB/LWAL+CDN/HBET:1-4,117.4025,URBAN,469.61
34,MUR+CL/LWAL+CDN/HBET:1-4,46.3731,RURAL,185.4924
34,MUR+CL/LWAL+CDN/HBET:1-4,56.7226,URBAN,226.8904
34,MUR+CL/LWAL+CDN/HBET:1-4,333.239,RURAL,666.478
34,MUR+CL/LWAL+CDN/HBET:1-4,407.6109,URBAN,815.2218
34,W/LPB+CDL/HBET:1-3,403.3378,RURAL,403.3378
34,W/LPB+CDL/HBET:1-3,493.3543,URBAN,493.3543
34,W/LWAL+CDL/HBET:1-3,208.1396,RURAL,624.4188
34,W/LWAL+CDL/HBET:1-3,254.5919,URBAN,763.7757
35,CR/LFINF+CDN/H:3,1305.8465,RURAL,3917.5395
35,CR/LFINF+CDN/H:3,3004.8719,URBAN,9014.6157
35,CR/LWAL+CDN/HBET:4-10,69.601,RURAL,696.01
35,CR/LWAL+CDN/HBET:4-10,160.1581,URBAN,1601.581
35,MUR+CB/LWAL+CDN/HBET:1-2,430.8631,RURAL,430.8631
35,MUR+CB/LWAL+CDN/HBET:1-2,991.4552,URBAN,991.4552
35,MUR+CB/LWAL+CDN/HBET:1-4,73.7439,RURAL,294.9756
35,MUR+CB/LWAL+CDN/HBET:1-4,169.6914,URBAN,678.7656
35,MUR+CL/LWAL+CDN/HBET:1-4,35.6291,RURAL,142.5164
35,MUR+CL/LWAL+CDN/HBET:1-4,81.9857,URBAN,327.9428
35,MUR+CL/LWAL+CDN/HBET:1-4,256.0321,RURAL,512.0642
35,MUR+CL/LWAL+CDN/HBET:1-4,589.1532,URBAN,1178.3064
35,W/LPB+CDL/HBET:1-3,309.89,RURAL,309.89
35,W/LPB+CDL/HBET:1-3,713.0851,URBAN,713.0851
35,W/LWAL+CDL/HBET:1-3,159.9165,RURAL,479.7495
35,W/LWAL+CDL/HBET:1-3,367.9824,URBAN,1103.9472
36,CR/LFINF+CDN/H:3,2277.897,RURAL,6833.691
36,CR/LFINF+CDN/H:3,1660.8661,URBAN,4982.5983
36,CR/LWAL+CDN/HBET:4-10,121.4108,RURAL,1214.108
36,CR/LWAL+CDN/HBET:4-10,88.5233,URBAN,885.233
36,MUR+CB/LWAL+CDN/HBET:1-2,751.5904,RURAL,751.5904
36,MUR+CB/LWAL+CDN/HBET:1-2,548.0015,URBAN,548.0015
36,MUR+CB/LWAL+CDN/HBET:1-4,128.6376,RURAL,514.5504
36,MUR+CB/LWAL+CDN/HBET:1-4,93.7926,URBAN,375.1704
36,MUR+CL/LWAL+CDN/HBET:1-4,62.1507,RURAL,248.6028
36,MUR+CL/LWAL+CDN/HBET:1-4,45.3155,URBAN,181.262
36,MUR+CL/LWAL+CDN/HBET:1-4,446.6181,RURAL,893.2362
36,MUR+CL/LWAL+CDN/HBET:1-4,325.6394,URBAN,651.2788
36,W/LPB+CDL/HBET:1-3,540.5669,RURAL,540.5669
36,W/LPB+CDL/HBET:1-3,394.1396,URBAN,394.1396
36,W/LWAL+CDL/HBET:1-3,278.9557,RURAL,836.8671
36,W/LWAL+CDL/HBET:1-3,203.3929,URBAN,610.1787
37,CR/LFINF+CDN/H:3,1915.5925,RURAL,5746.7775
37,CR/LFINF+CDN/H:3,2249.5278,URBAN,6748.5834
37,CR/LWAL+CDN/HBET:4-10,102.1001,RURAL,1021.001
37,CR/LWAL+CDN/HBET:4-10,119.8987,URBAN,1198.987
37,MUR+CB/LWAL+CDN/HBET:1-2,632.0483,RURAL,632.0483
37,MUR+CB/LWAL+CDN/HBET:1-2,742.23,URBAN,742.23
37,MUR+CB/LWAL+CDN/HBET:1-4,108.1775,RURAL,432.71
37,MUR+CB/LWAL+CDN/HBET:1-4,127.0355,URBAN,508.142
37,MUR+CL/LWAL+CDN/HBET:1-4,52.2655,RURAL,209.062
37,MUR+CL/LWAL+CDN/HBET:1-4,61.3767,URBAN,245.5068
37,MUR+CL/LWAL+CDN/HBET:1-4,375.5825,RURAL,751.165
37,MUR+CL/LWAL+CDN/HBET:1-4,441.0559,URBAN,882.1118
37,W/LPB+CDL/HBET:1-3,454.5886,RURAL,454.5886
37,W/LPB+CDL/HBET:1-3,533.8346,URBAN,533.8346
37,W/LWAL+CDL/HBET:1-3,234.5872,RURAL,703.7616
37,W/LWAL+CDL/HBET:1-3,275.4815,URBAN,826.4445
38,CR/LFINF+CDN/H:3,1694.2056,RURAL,5082.6168
38,CR/LFINF+CDN/H:3,853.3698,URBAN,2560.1094
38,CR/LWAL+CDN/HBET:4-10,90.3003,RURAL,903.003
38,CR/LWAL+CDN/HBET:4-10,45.4842,URBAN,454.842
38,MUR+CB/LWAL+CDN/HBET:1-2,559.0019,RURAL,559.0019
38,MUR+CB/LWAL+CDN/HBET:1-2,281.5687,URBAN,281.5687
38,MUR+CB/LWAL+CDN/HBET:1-4,95.6753,RURAL,382.7012
38,MUR+CB/LWAL+CDN/HBET:1-4,48.1916,URBAN,192.7664
38,MUR+CL/LWAL+CDN/HBET:1-4,46.2252,RURAL,184.9008
38,MUR+CL/LWAL+CDN/HBET:1-4,23.2836,URBAN,93.1344
38,MUR+CL/LWAL+CDN/HBET:1-4,332.1761,RURAL,664.3522
38,MUR+CL/LWAL+CDN/HBET:1-4,167.3168,URBAN,334.6336
38,W/LPB+CDL/HBET:1-3,402.0513,RURAL,402.0513
38,W/LPB+CDL/HBET:1-3,202.5129,URBAN,202.5129
38,W/LWAL+CDL/HBET:1-3,207.4757,RURAL,622.4271
38,W/LWAL+CDL/HBET:1-3,104.5053,URBAN,313.5159
39,CR/LFINF+CDN/H:3,3424.5598,RURAL,10273.6794
39,CR/LFINF+CDN/H:3,1923.9258,URBAN,5771.7774
39,CR/LWAL+CDN/HBET:4-10,182.5273,RURAL,1825.273
39,CR/LWAL+CDN/HBET:4-10,102.5443,URBAN,1025.443
39,MUR+CB/LWAL+CDN/HBET:1-2,1129.9309,RURAL,1129.9309
39,MUR+CB/LWAL+CDN/HBET:1-2,634.7978,URBAN,634.7978
39,MUR+CB/LWAL+CDN/HBET:1-4,193.392,RURAL,773.568
39,MUR+CB/LWAL+CDN/HBET:1-4,108.6481,URBAN,434.5924
39,MUR+CL/LWAL+CDN/HBET:1-4,93.4366,RURAL,373.7464
39,MUR+CL/LWAL+CDN/HBET:1-4,52.4929,URBAN,209.9716
39,MUR+CL/LWAL+CDN/HBET:1-4,671.4397,RURAL,1342.8794
39,MUR+CL/LWAL+CDN/HBET:1-4,377.2164,URBAN,754.4328
39,W/LPB+CDL/HBET:1-3,812.6811,RURAL,812.6811
39,W/LPB+CDL/HBET:1-3,456.5661,URBAN,456.5661
39,W/LWAL+CDL/HBET:1-3,419.3782,RURAL,1258.1346
39,W/LWAL+CDL/HBET:1-3,235.6077,URBAN,706.8231
40,CR/LFINF+CDN/H:3,1325.346,RURAL,3976.038
40,CR/LFINF+CDN/H:3,516.4457,URBAN,1549.3371
40,CR/LWAL+CDN/HBET:4-10,70.6403,RURAL,706.403
40,CR/LWAL+CDN/HBET:4-10,27.5263,URBAN,275.263
40,MUR+CB/LWAL+CDN/HBET:1-2,437.2969,RURAL,437.2969
40,MUR+CB/LWAL+CDN/HBET:1-2,170.4009,URBAN,170.4009
40,MUR+CB/LWAL+CDN/HBET:1-4,74.845,RURAL,299.38
40,MUR+CB/LWAL+CDN/HBET:1-4,29.1648,URBAN,116.6592
40,MUR+CL/LWAL+CDN/HBET:1-4,36.1611,RURAL,144.6444
40,MUR+CL/LWAL+CDN/HBET:1-4,14.0908,URBAN,56.3632
40,MUR+CL/LWAL+CDN/HBET:1-4,259.8553,RURAL,519.7106
40,MUR+CL/LWAL+CDN/HBET:1-4,101.2574,URBAN,202.5148
40,W/LPB+CDL/HBET:1-3,314.5174,RURAL,314.5174
40,W/LPB+CDL/HBET:1-3,122.5576,URBAN,122.5576
40,W/LWAL+CDL/HBET:1-3,162.3044,RURAL,486.9132
40,W/LWAL+CDL/HBET:1-3,63.2449,URBAN,189.7347
41,CR/LFINF+CDN/H:3,1224.715,RURAL,3674.145
41,CR/LFINF+CDN/H:3,2413.2473,URBAN,7239.7419
41,CR/LWAL+CDN/HBET:4-10,65.2767,RURAL,652.767
41,CR/LWAL+CDN/HBET:4-10,128.6249,URBAN,1286.249
41,MUR+CB/LWAL+CDN/HBET:1-2,404.0938,RURAL,404.0938
41,MUR+CB/LWAL+CDN/HBET:1-2,796.2491,URBAN,796.2491
41,MUR+CB/LWAL+CDN/HBET:1-4,69.1622,RURAL,276.6488
41,MUR+CB/LWAL+CDN/HBET:1-4,136.2811,URBAN,545.1244
41,MUR+CL/LWAL+CDN/HBET:1-4,33.4154,RURAL,133.6616
41,MUR+CL/LWAL+CDN/HBET:1-4,65.8437,URBAN,263.3748
41,MUR+CL/LWAL+CDN/HBET:1-4,240.125,RURAL,480.25
41,MUR+CL/LWAL+CDN/HBET:1-4,473.1557,URBAN,946.3114
41,W/LPB+CDL/HBET:1-3,290.6367,RURAL,290.6367
41,W/LPB+CDL/HBET:1-3,572.6869,URBAN,572.6869
41,W/LWAL+CDL/HBET:1-3,149.981,RURAL,449.943
41,W/LWAL+CDL/HBET:1-3,295.5309,URBAN,886.5927
42,CR/LFINF+CDN/H:3,1320.2219,RURAL,3960.6657
42,CR/LFINF+CDN/H:3,359.8894,URBAN,1079.6682
42,CR/LWAL+CDN/HBET:4-10,70.3672,RURAL,703.672
42,CR/LWAL+CDN/HBET:4-10,19.1819,URBAN,191.819
42,MUR+CB/LWAL+CDN/HBET:1-2,435.6062,RURAL,435.6062
42,MUR+CB/LWAL+CDN/HBET:1-2,118.7452,URBAN,118.7452
42,MUR+CB/LWAL+CDN/HBET:1-4,74.5557,RURAL,298.2228
42,MUR+CB/LWAL+CDN/HBET:1-4,20.3237,URBAN,81.2948
42,MUR+CL/LWAL+CDN/HBET:1-4,36.0213,RURAL,144.0852
42,MUR+CL/LWAL+CDN/HBET:1-4,9.8193,URBAN,39.2772
42,MUR+CL/LWAL+CDN/HBET:1-4,258.8506,RURAL,517.7012
42,MUR+CL/LWAL+CDN/HBET:1-4,70.5621,URBAN,141.1242
42,W/LPB+CDL/HBET:1-3,313.3014,RURAL,313.3014
42,W/LPB+CDL/HBET:1-3,85.4052,URBAN,85.4052
42,W/LWAL+CDL/HBET:1-3,161.6769,RURAL,485.0307
42,W/LWAL+CDL/HBET:1-3,44.0728,URBAN,132.2184
43,CR/LFINF+CDN/H:3,2459.6091,RURAL,7378.8273
43,CR/LFINF+CDN/H:3,479.0491,URBAN,1437.1473
43,CR/LWAL+CDN/HBET:4-10,131.0959,RURAL,1310.959
43,CR/LWAL+CDN/HBET:4-10,25.5331,URBAN,255.331
43,MUR+CB/LWAL+CDN/HBET:1-2,811.5462,RURAL,811.5462
43,MUR+CB/LWAL+CDN/HBET:1-2,158.0619,URBAN,158.0619
43,MUR+CB/LWAL+CDN/HBET:1-4,138.8992,RURAL,555.5968
43,MUR+CB/LWAL+CDN/HBET:1-4,27.0529,URBAN,108.2116
43,MUR+CL/LWAL+CDN/HBET:1-4,67.1086,RURAL,268.4344
43,MUR+CL/LWAL+CDN/HBET:1-4,13.0705,URBAN,52.282
43,MUR+CL/LWAL+CDN/HBET:1-4,482.2457,RURAL,964.4914
43,MUR+CL/LWAL+CDN/HBET:1-4,93.9252,URBAN,187.8504
43,W/LPB+CDL/HBET:1-3,583.689,RURAL,583.689
43,W/LPB+CDL/HBET:1-3,113.683,URBAN,113.683
43,W/LWAL+CDL/HBET:1-3,301.2085,RURAL,903.6255
43,W/LWAL+CDL/HBET:1-3,58.6653,URBAN,175.9959
44,CR/LFINF+CDN/H:3,915.4326,RURAL,2746.2978
44,CR/LFINF+CDN/H:3,519.6935,URBAN,1559.0805
44,CR/LWAL+CDN/HBET:4-10,48.7921,RURAL,487.921
44,CR/LWAL+CDN/HBET:4-10,27.6994,URBAN,276.994
44,MUR+CB/LWAL+CDN/HBET:1-2,302.0463,RURAL,302.0463
44,MUR+CB/LWAL+CDN/HBET:1-2,171.4725,URBAN,171.4725
44,MUR+CB/LWAL+CDN/HBET:1-4,51.6964,RURAL,206.7856
44,MUR+CB/LWAL+CDN/HBET:1-4,29.3482,URBAN,117.3928
44,MUR+CL/LWAL+CDN/HBET:1-4,24.9769,RURAL,99.9076
44,MUR+CL/LWAL+CDN/HBET:1-4,14.1795,URBAN,56.718
44,MUR+CL/LWAL+CDN/HBET:1-4,179.4852,RURAL,358.9704
44,MUR+CL/LWAL+CDN/HBET:1-4,101.8942,URBAN,203.7884
44,W/LPB+CDL/HBET:1-3,217.241,RURAL,217.241
44,W/LPB+CDL/HBET:1-3,123.3283,URBAN,123.3283
44,W/LWAL+CDL/HBET:1-3,112.1056,RURAL,336.3168
44,W/LWAL+CDL/HBET:1-3,63.6427,URBAN,190.9281
45,CR/LFINF+CDN/H:3,2588.8626,RURAL,7766.5878
45,CR/LWAL+CDN/HBET:4-10,137.9851,RURAL,1379.851
45,MUR+CB/LWAL+CDN/HBET:1-2,854.1932,RURAL,854.1932
45,MUR+CB/LWAL+CDN/HBET:1-4,146.1985,RURAL,584.794
45,MUR+CL/LWAL+CDN/HBET:1-4,70.6352,RURAL,282.5408
45,MUR+CL/LWAL+CDN/HBET:1-4,507.5879,RURAL,1015.1758
45,W/LPB+CDL/HBET:1-3,614.3621,RURAL,614.3621
45,W/LWAL+CDL/HBET:1-3,317.0371,RURAL,951.1113
46,CR/LFINF+CDN/H:3,3038.7508,RURAL,9116.2524
46,CR/LFINF+CDN/H:3,2916.2235,URBAN,8748.6705
46,CR/LWAL+CDN/HBET:4-10,161.9639,RURAL,1619.639
46,CR/LWAL+CDN/HBET:4-10,155.4332,URBAN,1554.332
46,MUR+CB/LWAL+CDN/HBET:1-2,1002.6335,RURAL,1002.6335
46,MUR+CB/LWAL+CDN/HBET:1-2,962.2057,URBAN,962.2057
46,MUR+CB/LWAL+CDN/HBET:1-4,171.6046,RURAL,686.4184
46,MUR+CB/LWAL+CDN/HBET:1-4,164.6852,URBAN,658.7408
46,MUR+CL/LWAL+CDN/HBET:1-4,82.9101,RURAL,331.6404
46,MUR+CL/LWAL+CDN/HBET:1-4,79.567,URBAN,318.268
46,MUR+CL/LWAL+CDN/HBET:1-4,595.7957,RURAL,1191.5914
46,MUR+CL/LWAL+CDN/HBET:1-4,571.7722,URBAN,1143.5444
46,W/LPB+CDL/HBET:1-3,721.1249,RURAL,721.1249
46,W/LPB+CDL/HBET:1-3,692.048,URBAN,692.048
46,W/LWAL+CDL/HBET:1-3,372.1313,RURAL,1116.3939
46,W/LWAL+CDL/HBET:1-3,357.1264,URBAN,1071.3792
47,CR/LFINF+CDN/H:3,1456.525,RURAL,4369.575
47,CR/LFINF+CDN/H:3,2055.9099,URBAN,6167.7297
47,CR/LWAL+CDN/HBET:4-10,77.632,RURAL,776.32
47,CR/LWAL+CDN/HBET:4-10,109.579,URBAN,1095.79
47,MUR+CB/LWAL+CDN/HBET:1-2,480.5793,RURAL,480.5793
47,MUR+CB/LWAL+CDN/HBET:1-2,678.3459,URBAN,678.3459
47,MUR+CB/LWAL+CDN/HBET:1-4,82.253,RURAL,329.012
47,MUR+CB/LWAL+CDN/HBET:1-4,116.1015,URBAN,464.406
47,MUR+CL/LWAL+CDN/HBET:1-4,39.7402,RURAL,158.9608
47,MUR+CL/LWAL+CDN/HBET:1-4,56.094,URBAN,224.376
47,MUR+CL/LWAL+CDN/HBET:1-4,285.575,RURAL,571.15
47,MUR+CL/LWAL+CDN/HBET:1-4,403.094,URBAN,806.188
